"統計表ID","政府統計名","作成期間名","提供統計及び提供分類名","表題","提供周期","調査年月","公開日","小地域属性"
"0003097680","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-1 品目編 品目別出荷及び事業所数（従業者４人以上の事業所）(平成20年～平成24年)","年次","201201-201212","2014-05-09","0"
"0003097765","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-1 産業編 従業者４人以上の事業所に関する産業別統計","年次","201201-201212","2014-05-09","0"
"0003097847","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-13 産業編 従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計(産業細分類別の製造品出荷額等、付加価値額等)","年次","201201-201212","2014-05-09","0"
"0003097863","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-15 産業編 従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、粗付加価値額等）","年次","201201-201212","2014-05-09","0"
"0003097865","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-17 産業編 (参考統計表)推計を含む全製造事業所に関する統計（産業細分類別）","年次","201201-201212","2014-05-09","0"
"0003097866","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-18 産業編 (参考統計表)推計による従業者３人以下の事業所に関する統計（産業細分類別）","年次","201201-201212","2014-05-09","0"
"0003097766","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-2 産業編 従業者30人以上の事業所に関する産業別統計(事業所数、従業者数及び現金給与総額)","年次","201201-201212","2014-05-09","0"
"0003097729","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-3 品目編 品目別、都道府県別の出荷及び産出事業所数（従業者４人以上の事業所）","年次","201201-201212","2014-05-09","0"
"0003097767","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-3 産業編 従業者30人以上の事業所に関する産業別統計(原材料使用額等、製造品出荷額等、生産額、付加価値額及び粗付加価値額)","年次","201201-201212","2014-05-09","0"
"0003097762","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-4 品目編 品目別、従業者規模別の産出事業所数及び出荷額（従業者４人以上の事業所）","年次","201201-201212","2014-05-09","0"
"0003097768","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-4 産業編 従業者30人以上の事業所に関する産業別統計(在庫額、有形固定資産額及びリース契約による契約額及び支払額)","年次","201201-201212","2014-05-09","0"
"0003097763","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-5 品目編 品目別出荷における産業別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","201201-201212","2014-05-09","0"
"0003097769","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-5 産業編 従業者４～２９人の事業所に関する産業別統計(事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び粗付加価値額)","年次","201201-201212","2014-05-09","0"
"0003097782","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-6 品目編 産業別出荷における品目別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","201201-201212","2014-05-09","0"
"0003097826","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-6 産業編 従業者４人以上の事業所に関する従業者規模別統計（産業細分類別の事業所数、従業者数等）","年次","201201-201212","2014-05-09","0"
"0003097783","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-7 品目編 品目別在庫及び産出事業所数（従業者30人以上の事業所）","年次","201201-201212","2014-05-09","0"
"0003097784","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","3-8 品目編 品目別の加工賃収入額及び産出事業所数（従業者４人以上の事業所）","年次","201201-201212","2014-05-09","0"
"0003097772","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","4-1 用地・用水編 事業所数、従業者数、製造品出荷額等、事業所敷地面積及び建築面積（産業細分類別統計）","年次","201201-201212","2014-05-09","0"
"0003097982","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","8-1 細分類 全国産業細分類別統計","年次","201201-201212","2014-05-09","0"
"0003097983","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","8-2 細分類 経済産業局別産業細分類別統計","年次","201201-201212","2014-05-09","0"
"0003097984","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","8-3 細分類 都道府県別産業細分類別統計","年次","201201-201212","2014-05-09","0"
"0003014157","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","4-12 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（工業地区別、産業中分類別統計）","年次","200701-200712","2010-03-23","0"
"0003031583","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","4-12 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（工業地区別、産業中分類別統計）","年次","200801-200812","2012-12-23","0"
"0003085519","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","4-12 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（工業地区別、産業中分類別統計）","年次","200901-200912","2012-03-31","0"
"0003094750","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","4-12 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（工業地区別、産業中分類別統計）","年次","201001-201012","2013-03-31","0"
"0003097884","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","4-12 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（工業地区別、産業中分類別統計）","年次","201201-201212","2014-05-09","0"
"0003097155","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 年報 平成２４年 年報","","年次","201201-201212","2014-03-31","0"
"0003097172","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 年報 平成２４年 年報","","年次","201201-201212","2014-03-31","0"
"0003014161","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-2 工業地区編 工業地区別、産業中分類別統計","年次","200701-200712","2010-03-23","0"
"0003031589","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-2 工業地区編 工業地区別、産業中分類別統計","年次","200801-200812","2012-12-23","0"
"0003086634","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-2 工業地区編 工業地区別、産業中分類別統計","年次","200901-200912","2012-03-31","0"
